20  739206.833368   8.00  18.70  26.40  96.90
20  739206.836863   8.30  17.90  26.30  97.30
20  739206.840394   8.00  17.00  26.40  97.30
20  739206.843843   8.50  15.60  26.40  96.90
20  739206.847222   7.90  13.40  26.50  96.90
20  739206.850694   8.50  14.20  26.30  97.60
20  739206.854178   7.90  12.40  26.30  97.80
20  739206.857674   8.60  16.60  26.40  97.90
20  739206.861146   8.00  14.30  26.40  98.00
20  739206.864641  10.00  18.00  26.40  98.30
20  739206.868171   8.80  17.90  26.50  97.70
20  739206.871539  10.00  18.10  26.50  97.70
21  739206.875035   8.90  17.00  26.60  97.20
21  739206.878472   7.80  13.70  26.60  97.30
21  739206.882014   7.60  17.20  26.40  98.10
21  739206.885451   7.90  14.60  26.40  98.40
21  739206.888981   8.40  17.70  26.40  98.40
21  739206.892396   7.80  14.00  26.40  98.10
21  739206.896053   9.00  15.50  26.50  97.80
21  739206.899398   7.80  14.10  26.60  97.60
21  739206.902778   8.20  13.00  26.60  97.70
21  739206.906319   8.80  14.40  26.40  98.30
21  739206.909734   8.70  16.00  26.40  98.30
21  739206.913264   9.30  16.70  26.50  98.30
22  739206.916678   8.80  15.40  26.50  98.30
22  739206.920174   8.70  16.10  26.40  98.20
22  739206.923681   8.60  16.00  26.30  98.60
22  739206.927095   8.90  15.70  26.40  98.60
22  739206.930556   8.30  13.80  26.40  98.60
22  739206.934178   9.10  16.00  26.50  98.00
22  739206.937500  10.70  21.50  26.50  98.00
22  739206.941042  10.20  21.20  26.50  97.80
22  739206.944456   9.80  19.10  26.50  97.80
22  739206.948044  10.40  18.20  26.40  98.90
22  739206.951690  10.90  22.10  26.50  98.60
22  739206.954873  11.90  20.20  26.50  98.60
23  739206.958345  14.90  24.00  26.50  98.20
23  739206.961956  12.40  20.10  26.40  98.00
23  739206.965313  11.50  21.50  26.30  98.30
23  739206.968808  13.40  21.40  26.30  99.00
23  739206.972338  11.80  17.20  26.40  98.40
23  739206.975706  11.60  19.50  26.40  98.30
23  739206.979201  12.30  20.90  26.30  98.60
23  739206.982708  11.50  18.20  26.40  98.50
23  739206.986123  11.40  17.90  26.30  98.50
23  739206.989653  11.20  22.40  26.40  98.60
23  739206.993160  11.60  20.40  26.40  98.60
23  739206.996539  14.70  31.20  26.40  98.60
0  739207.000104  13.70  23.50  26.50  98.20
0  739207.003484  12.40  18.60  26.50  98.20
0  739207.006956  11.50  20.30  26.40  98.40
0  739207.010428  13.70  23.40  26.30  98.80
0  739207.013993  12.60  21.40  26.40  99.00
0  739207.017373  16.40  28.70  26.40  98.90
0  739207.020880  15.20  21.50  26.50  98.50
0  739207.024398  17.20  29.40  26.50  98.40
0  739207.027813  13.80  25.30  26.40  98.20
0  739207.031319  13.20  24.30  26.30  98.70
0  739207.034815  17.60  29.90  26.40  98.50
0  739207.038299  14.30  24.90  26.50  98.60
1  739207.041736  14.30  22.50  26.40  98.50
1  739207.045289  13.60  22.50  26.40  98.60
1  739207.048646  13.10  21.30  26.40  98.40
1  739207.052269  15.60  23.80  26.30  98.50
1  739207.055567  13.30  20.60  26.30  98.40
1  739207.059097  15.50  23.70  26.30  98.80
1  739207.062512  12.80  24.00  26.30  98.70
1  739207.066007  13.10  21.10  26.20  99.00
1  739207.069549  15.20  23.10  26.30  98.30
1  739207.072951  18.50  29.00  26.30  98.30
1  739207.076424  15.10  23.20  26.30  98.20
1  739207.079907  12.30  17.60  26.20  98.50
2  739207.083345  11.10  17.70  26.20  98.50
2  739207.086817  10.10  16.20  26.20  98.00
2  739207.090324  11.00  15.10  26.20  98.20
2  739207.093762   9.90  13.40  26.20  98.30
2  739207.097257  10.50  14.50  26.20  98.30
2  739207.100729  11.00  19.00  26.10  98.30
2  739207.104167   8.80  11.90  26.20  98.30
2  739207.107639  10.00  15.90  26.10  98.60
2  739207.111146  12.50  22.20  26.30  98.00
2  739207.114676  10.50  14.90  26.30  98.20
2  739207.118183  10.70  15.30  26.20  98.10
2  739207.121528   9.50  16.10  26.20  98.10
3  739207.125035   9.20  12.40  26.20  98.30
3  739207.128484   8.60  12.40  26.20  98.20
3  739207.132153  10.20  16.20  26.10  99.70
3  739207.135463   8.90  15.20  26.10  98.80
3  739207.138981  11.00  16.30  26.30  98.40
3  739207.142431   8.00  12.30  26.20  98.40
3  739207.145926   9.40  13.60  26.10  99.00
3  739207.149306  10.70  18.80  26.00  98.80
3  739207.152870  10.90  15.70  26.20  98.10
3  739207.156250  10.10  13.80  26.20  98.10
3  739207.159792  11.20  15.90  26.20  98.50
3  739207.163206   9.60  14.20  26.20  98.40
4  739207.166678   9.70  15.90  26.20  98.20
4  739207.170185  11.10  17.90  26.30  97.90
4  739207.173762  14.30  18.10  26.30  97.70
4  739207.177141  11.10  15.30  26.10  98.50
4  739207.180567  11.90  15.80  26.10  98.50
4  739207.184039  11.30  15.20  26.20  98.60
4  739207.187512  11.80  17.50  26.20  98.10
4  739207.191076  12.20  17.90  26.20  98.50
4  739207.194456  10.60  16.80  26.20  98.50
4  739207.198021  11.70  18.10  26.10  98.60
4  739207.201400   9.70  12.30  26.10  98.70
4  739207.204907  11.50  16.40  26.10  98.50
5  739207.208368  10.40  15.50  26.20  98.40
5  739207.211863   9.90  13.40  26.00  98.60
5  739207.215428  11.00  16.00  26.10  98.60
5  739207.218785   9.50  13.40  26.00  98.60
5  739207.222257  11.50  14.50  26.00  98.80
5  739207.225729   9.30  14.20  26.00  98.70
5  739207.229259  10.30  15.70  26.00  98.80
5  739207.232650   9.50  14.90  26.00  98.70
5  739207.236273  11.10  15.00  26.00  98.80
5  739207.239618  12.90  20.00  26.10  98.20
5  739207.243148  11.40  19.30  26.10  98.10
5  739207.246586  10.00  13.60  26.10  98.20
6  739207.250150  12.10  16.10  26.00  98.20
6  739207.253530  11.60  15.10  26.10  98.10
6  739207.256979  11.40  18.00  26.00  97.80
6  739207.260428  13.10  17.20  26.00  97.80
6  739207.263889  11.30  15.90  26.00  98.50
6  739207.267488  13.80  24.60  26.00  98.40
6  739207.270845  10.30  15.30  26.00  98.40
6  739207.274317  12.10  15.90  26.00  85.40
6  739207.277882  10.70  14.90  26.00  98.30
6  739207.281319  10.20  15.80  25.90  98.40
6  739207.284734   9.90  16.90  25.90  98.40
6  739207.288206   9.60  13.90  26.00  98.50
7  739207.291725   9.10  13.10  26.10  98.20
7  739207.295231   8.80  13.50  26.10  98.40
7  739207.298727   9.90  14.70  26.10  98.40
7  739207.302095   9.30  12.00  26.20  98.40
7  739207.305590   9.10  12.80  26.10  98.60
7  739207.309028  10.90  15.50  26.10  98.50
7  739207.312535   9.50  12.80  26.20  98.30
7  739207.316076   8.90  12.80  26.40  98.30
7  739207.319514   8.10  13.80  26.30  98.30
7  739207.322928   8.80  11.70  26.30  98.30
7  739207.326447   8.50  13.00  26.50  96.20
7  739207.329896   9.70  14.00  26.50  98.10
8  739207.333403   8.00  12.60  26.60  98.00
8  739207.336840   8.20  13.30  26.50  97.90
8  739207.340324   7.30  10.20  26.60  97.80
8  739207.343762   7.60  11.10  26.60  97.70
8  739207.347292   7.00  11.20  26.60  97.10
8  739207.350706   7.70  11.30  26.60  97.10
8  739207.354167   6.80  10.70  26.70  97.40
8  739207.357674   5.70   9.30  26.80  96.70
8  739207.361123   5.80   7.90  26.80  96.70
8  739207.364583   4.90   7.70  26.80  96.10
8  739207.368148   4.20   8.50  27.00  95.30
8  739207.371574   4.50   7.50  27.10  95.80
9  739207.375035   4.70   8.70  27.10  95.30
9  739207.378530   4.80   9.80  27.20  95.30
9  739207.381956   4.50   6.10  27.20  95.30
9  739207.385486   4.60   7.90  27.30  94.70
9  739207.388900   4.80   6.90  27.30  94.70
9  739207.392604   4.90   7.90  27.60  93.70
9  739207.395868   4.10   5.90  27.60  92.80
9  739207.399375   3.50   6.00  27.60  91.90
9  739207.402951   3.10   5.70  27.60  90.70
9  739207.406319   3.60   6.70  27.60  91.50
9  739207.409734   3.30   6.30  27.60  91.60
9  739207.413299   4.00   7.20  27.80  90.90
10  739207.416759   3.60   7.50  28.00  91.10
10  739207.420174   2.80   5.70  28.00  90.50
10  739207.423738   3.10   5.90  28.20  90.10
10  739207.427199   2.70   4.70  28.20  89.30
10  739207.430648   2.40   4.30  28.30  88.80
10  739207.434120   2.30   3.80  28.40  88.70
10  739207.437512   2.30   4.60  28.40  88.50
10  739207.441007   2.40   4.80  28.50  88.00
10  739207.444491   2.30   3.60  28.50  86.60
10  739207.448044   2.50   3.30  28.60  87.80
10  739207.451424   3.10   5.20  28.60  87.40
